"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","fsm_status","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","All Other Pupils",43.6,"6.5",1246,"186",2859
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","Free School Meals",27.4,"3",171,"19",623
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","Total",40.7,"5.9",1417,"205",3482
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","All Other Pupils",44.7,"7.4",1285,"212",2874
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","Free School Meals",25.3,"1.5",148,"9",586
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","Total",41.4,"6.4",1433,"221",3460
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","All Other Pupils",44.8,"7",1321,"207",2946
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","Free School Meals",26.2,"1.4",154,"8",588
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","Total",41.7,"6.1",1475,"215",3534
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","All Other Pupils",46.1,"8",1351,"234",2931
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","Free School Meals",27.8,"2.7",147,"14",528
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","Total",43.3,"7.2",1498,"248",3459
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","All Other Pupils",49.3,"9.4",1403,"268",2844
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","Free School Meals",35.5,"4.7",190,"25",535
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","Total",47.1,"8.7",1593,"293",3379
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",31.6,"x",1107,"x",3501
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",10.7,"x",55,"x",515
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",28.9,"x",1162,"x",4016
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",30.2,"x",1054,"x",3485
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",12.5,"x",61,"x",487
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",28.1,"x",1115,"x",3972
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",31.9,"x",1093,"x",3425
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",10.8,"x",61,"x",564
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",28.9,"x",1154,"x",3989
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",33.1,"6.8",1168,"239",3530
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",10.5,"1.1",58,"6",555
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",30,"6",1226,"245",4085
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",37.5,"9",1314,"315",3506
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",11.3,"0.9",65,"5",573
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",33.8,"7.8",1379,"320",4079
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",35.9,"8.1",1271,"287",3545
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",14.8,"0.5",88,"3",596
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",32.8,"7",1359,"290",4141
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",37.3,"8",1355,"291",3629
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",14.6,"2.4",85,"14",583
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",34.2,"7.2",1440,"305",4212
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",39.1,"6.3",1320,"213",3372
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",18.8,"1.5",113,"9",601
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",36.1,"5.6",1433,"222",3973
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",41.1,"7.2",1379,"243",3358
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",20.2,"1",123,"6",610
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",37.9,"6.3",1502,"249",3968
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",42.2,"8.2",1363,"265",3233
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",22,"1.2",127,"7",576
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",39.1,"7.1",1490,"272",3809
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",42.5,"7.4",1403,"244",3302
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",14.6,"0.9",82,"5",561
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",38.4,"6.4",1485,"249",3863
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",42.7,"7.2",1428,"242",3347
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",20.7,"1.5",122,"9",590
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",39.4,"6.4",1550,"251",3937
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",41.4,"6.5",1314,"207",3177
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",18,"1.8",101,"10",562
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",37.8,"5.8",1415,"217",3739
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",41.6,"6.3",1299,"196",3121
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",17.3,"2.1",90,"11",519
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",38.2,"5.7",1389,"207",3640
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",39.5,"6.2",1213,"190",3071
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",21.3,"1.9",113,"10",530
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",36.8,"5.6",1326,"200",3601
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",40.2,"7.2",1201,"215",2985
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",23,"2.4",116,"12",505
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",37.7,"6.5",1317,"227",3490
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","All Other Pupils",44.1,"8.3",1240,"234",2814
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Free School Meals",20.5,"2.5",98,"12",479
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","Total",40.6,"7.5",1338,"246",3293
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",24.4,"x",705,"x",2886
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",13.2,"x",90,"x",682
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",22.3,"x",795,"x",3568
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",22.9,"x",688,"x",3006
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",15.3,"x",102,"x",668
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",21.5,"x",790,"x",3674
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",24.6,"x",753,"x",3065
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",13.4,"x",92,"x",685
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",22.5,"x",845,"x",3750
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",25.1,"2.6",769,"81",3062
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",15.2,"0.3",91,"2",599
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",23.5,"2.3",860,"83",3661
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",28.4,"3.4",859,"103",3025
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",15.7,"1.3",106,"9",676
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",26.1,"3",965,"112",3701
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",28.3,"2.2",911,"72",3216
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",19.4,"1.8",132,"12",679
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",26.8,"2.2",1043,"84",3895
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",27.7,"4.4",914,"147",3305
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",15.5,"1.9",88,"11",566
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",25.9,"4.1",1002,"158",3871
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",28.9,"2.6",895,"82",3098
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",20.6,"1.1",113,"6",549
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",27.6,"2.4",1008,"88",3647
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",30.5,"3.3",903,"98",2964
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",20.9,"1.3",127,"8",609
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",28.8,"3",1030,"106",3573
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",34.6,"4",1041,"119",3011
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",20.8,"1.8",139,"12",667
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",32.1,"3.6",1180,"131",3678
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",38,"4.4",1115,"130",2932
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",25.8,"1.7",196,"13",759
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",35.5,"3.9",1311,"143",3691
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",38.6,"4.5",1116,"131",2891
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",24.5,"2.1",199,"17",812
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",35.5,"4",1315,"148",3703
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",40.8,"4.9",1166,"139",2856
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",26,"2.7",191,"20",734
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",37.8,"4.4",1357,"159",3590
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",41.4,"4.6",1148,"127",2772
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",26.4,"1.9",196,"14",743
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",38.2,"4",1344,"141",3515
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",42.5,"5.7",1185,"160",2787
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",25.7,"3.1",192,"23",746
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",39,"5.2",1377,"183",3533
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",43.3,"5.7",1240,"164",2865
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",30,"2.9",236,"23",787
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",40.4,"5.1",1476,"187",3652
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","All Other Pupils",44.2,"7.4",1279,"215",2896
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Free School Meals",29.1,"3.7",222,"28",764
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","Total",41,"6.6",1501,"243",3660
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",37.7,"x",1029,"x",2726
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",13,"x",47,"x",361
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",34.9,"x",1076,"x",3087
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",38.3,"x",1060,"x",2771
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",12.7,"x",43,"x",338
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",35.5,"x",1103,"x",3109
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",38.7,"x",1105,"x",2854
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",15.1,"x",57,"x",377
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",36,"x",1162,"x",3231
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",40.9,"10.3",1141,"287",2787
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",16.1,"2.3",57,"8",353
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",38.2,"9.4",1198,"295",3140
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",40.5,"11.8",1167,"339",2881
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",14.1,"1.4",49,"5",347
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",37.7,"10.7",1216,"344",3228
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",42,"11.1",1185,"313",2822
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",18.1,"1.3",68,"5",375
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",39.2,"9.9",1253,"318",3197
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",42.4,"12.9",1159,"353",2735
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",12.9,"3.2",44,"11",340
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",39.1,"11.8",1203,"364",3075
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",43.5,"10.6",1184,"289",2719
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",15.7,"1.3",59,"5",375
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",40.2,"9.5",1243,"294",3094
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",43.6,"11.7",1212,"326",2777
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",18,"1.6",57,"5",317
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",41,"10.7",1269,"331",3094
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",44.3,"12.1",1194,"327",2695
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",20.5,"2.1",68,"7",331
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",41.7,"11",1262,"334",3026
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",46.6,"11.8",1283,"325",2753
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",23,"2.3",69,"7",300
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",44.3,"10.9",1352,"332",3053
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",46.9,"11.6",1288,"318",2749
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",21.2,"2.1",60,"6",283
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",44.5,"10.7",1348,"324",3032
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",47.3,"11.4",1278,"308",2704
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",22.5,"2.8",64,"8",285
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",44.9,"10.6",1342,"316",2989
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",47.5,"11.2",1310,"308",2756
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",26.8,"3.3",82,"10",306
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",45.5,"10.4",1392,"318",3062
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",46.5,"11.7",1236,"312",2658
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",22.8,"1.8",75,"6",329
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",43.9,"10.6",1311,"318",2987
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",45.3,"10.9",1178,"283",2602
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",24.7,"3",82,"10",332
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",42.9,"10",1260,"293",2934
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","All Other Pupils",48.9,"12.7",1244,"324",2546
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Free School Meals",25.1,"5.1",94,"19",374
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","Total",45.8,"11.7",1338,"343",2920
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",31.3,"x",956,"x",3053
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",12.5,"x",74,"x",591
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",28.3,"x",1030,"x",3644
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",29.1,"x",914,"x",3136
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",13.1,"x",75,"x",573
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",26.7,"x",989,"x",3709
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",30.9,"x",979,"x",3168
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",15.4,"x",79,"x",513
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",28.7,"x",1058,"x",3681
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",31,"5.9",951,"180",3067
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",14.4,"0.8",89,"5",618
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",28.2,"5",1040,"185",3685
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",32.9,"6.2",1042,"198",3170
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",15.4,"1.4",97,"9",629
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",30,"5.4",1139,"207",3799
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",33.6,"6",1080,"194",3218
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",13.5,"0.6",84,"4",620
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",30.3,"5.2",1164,"198",3838
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",37.2,"8.1",1196,"262",3215
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",15.1,"2.5",103,"17",684
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",33.3,"7.2",1299,"279",3899
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",36.1,"5.6",1102,"172",3049
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",17.4,"1.6",116,"11",667
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",32.8,"4.9",1218,"183",3716
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",38.5,"7.1",1097,"202",2849
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",16.8,"1.3",127,"10",755
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",34,"5.9",1224,"212",3604
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",41.9,"8.2",1143,"224",2731
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",19.9,"1.8",148,"13",742
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",37.2,"6.8",1291,"237",3473
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",42.9,"8.7",1166,"236",2716
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",22.1,"1.8",149,"12",675
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",38.8,"7.3",1315,"248",3391
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",44.1,"7.9",1232,"220",2793
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",25.1,"3.3",170,"22",676
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",40.4,"7",1402,"242",3469
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",43.4,"7",1161,"187",2677
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",24.3,"1.6",179,"12",736
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",39.3,"5.8",1340,"199",3413
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",43.6,"8.2",1147,"215",2631
