"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","fsm_status","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",20.5,"1.6",137,"11",669
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",38.9,"6.8",1284,"226",3300
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",42.4,"8.1",1141,"218",2692
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",23.5,"3",140,"18",595
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",39,"7.2",1281,"236",3287
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",45,"9.1",1142,"230",2535
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",23.1,"2.1",152,"14",658
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",40.5,"7.6",1294,"244",3193
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","All Other Pupils",48.3,"11.2",1285,"297",2663
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Free School Meals",28.7,"3.2",169,"19",588
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","Total",44.7,"9.7",1454,"316",3251
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",35.9,"x",788,"x",2198
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",13.4,"x",76,"x",567
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",31.2,"x",864,"x",2765
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",35,"x",818,"x",2335
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",14.8,"x",80,"x",542
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",31.2,"x",898,"x",2877
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",35.4,"x",849,"x",2400
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",15.7,"x",86,"x",547
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",31.7,"x",935,"x",2947
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",35.6,"5.9",824,"137",2317
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",15.5,"1.2",81,"6",521
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",31.9,"5",905,"143",2838
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",34.6,"6.5",845,"159",2445
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",14.6,"0.6",76,"3",519
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",31.1,"5.5",921,"162",2964
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",36.7,"6.3",892,"153",2429
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",16.9,"1.1",89,"6",527
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",33.2,"5.4",981,"159",2956
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",36.1,"6.7",857,"160",2376
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",20.9,"1.8",107,"9",513
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",33.4,"5.8",964,"169",2889
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",39.3,"6.3",914,"147",2326
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",21.4,"0.7",93,"3",434
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",36.5,"5.4",1007,"150",2760
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",42.1,"7.4",939,"166",2232
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",22.3,"1.8",111,"9",497
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",38.5,"6.4",1050,"175",2729
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",44.5,"9.7",917,"199",2059
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",25.3,"2.7",129,"14",510
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",40.7,"8.3",1046,"213",2569
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",47.7,"9.9",996,"207",2089
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",27.1,"2.6",148,"14",546
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",43.4,"8.4",1144,"221",2635
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",48.9,"7.7",1006,"159",2059
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",28.1,"1.6",177,"10",631
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",44,"6.3",1183,"169",2690
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",48.5,"7.2",1002,"149",2067
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",24.4,"2",134,"11",549
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",43.4,"6.1",1136,"160",2616
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",49.6,"9.4",1015,"192",2046
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",28.5,"2.5",157,"14",550
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",45.1,"7.9",1172,"206",2596
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",49.5,"8.1",969,"159",1957
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",25.1,"2.7",142,"15",565
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",44.1,"6.9",1111,"174",2522
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",49.9,"9.2",1032,"191",2068
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",30,"3",148,"15",493
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",46.1,"8",1180,"206",2561
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","All Other Pupils",50.5,"11",1086,"236",2149
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Free School Meals",29.6,"3.9",153,"20",517
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","Total",46.5,"9.6",1239,"256",2666
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","All Other Pupils",32.7,"x",2919,"x",8916
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","Free School Meals",10.7,"x",93,"x",870
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","Total",30.8,"x",3012,"x",9786
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","All Other Pupils",33.1,"x",3105,"x",9385
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","Free School Meals",11.5,"x",94,"x",816
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","Total",31.4,"x",3199,"x",10201
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","All Other Pupils",32.9,"x",3185,"x",9688
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","Free School Meals",10.6,"x",92,"x",866
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","Total",31,"x",3277,"x",10554
