"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","gender","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",44.5,"16.9",329,"125",739
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",50.1,"18.7",779,"290",1554
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",57.4,"23.2",462,"187",805
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",48.7,"19.4",346,"138",711
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",53.3,"21.4",808,"325",1516
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",56.3,"24.8",445,"196",791
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",49.8,"22.6",374,"170",751
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",53.1,"23.7",819,"366",1542
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",59.1,"21.7",479,"176",811
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",52,"24.2",368,"171",708
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",55.8,"22.8",847,"347",1519
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",57.8,"24.8",448,"192",775
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",48.1,"22.1",335,"154",697
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",53.2,"23.5",783,"346",1472
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",59.7,"24.9",485,"202",812
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",51.1,"22.5",371,"163",726
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",55.7,"23.7",856,"365",1538
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",62.2,"24.6",500,"198",804
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",52.8,"23.6",394,"176",746
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",57.7,"24.1",894,"374",1550
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",64.7,"23.3",514,"185",794
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",51.3,"21.4",405,"169",790
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",58,"22.3",919,"354",1584
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",63.4,"24.6",532,"206",839
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",51.7,"20.2",402,"157",777
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",57.8,"22.5",934,"363",1616
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",67.5,"31",550,"253",815
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",54.7,"26.6",420,"204",768
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",61.3,"28.9",970,"457",1583
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",67.6,"27.8",560,"230",828
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",58.2,"23.7",421,"171",723
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",63.2,"25.9",981,"401",1551
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",68,"24.6",541,"196",796
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",60,"24.6",437,"179",728
202021,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",64.2,"24.6",978,"375",1524
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Female",74.1,"35",594,"281",802
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Male",61.8,"28.9",453,"212",733
202122,"Academic year","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","Total",68.2,"32.1",1047,"493",1535
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Female",37.8,"5.9",281,"44",744
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Male",35.2,"4.9",292,"41",830
200910,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Total",36.4,"5.4",573,"85",1574
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Female",42.4,"9",321,"68",757
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Male",35.3,"7.8",305,"67",863
201011,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Total",38.6,"8.3",626,"135",1620
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Female",46.3,"9.8",340,"72",734
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Male",36.2,"7",319,"62",882
201112,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Total",40.8,"8.3",659,"134",1616
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Female",43.1,"9.2",313,"67",726
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Male",39.1,"7.8",335,"67",857
201213,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Total",40.9,"8.5",648,"134",1583
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Female",42.2,"8.6",318,"65",753
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Male",40.1,"9.2",345,"79",860
201314,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Total",41.1,"8.9",663,"144",1613
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Female",52.8,"13.6",390,"100",738
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Male",46.8,"9.5",386,"78",824
201415,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Total",49.7,"11.4",776,"178",1562
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Female",52,"9",386,"67",742
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Male",45.3,"6.8",379,"57",836
201516,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Total",48.5,"7.9",765,"124",1578
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Female",54.8,"11.6",421,"89",768
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Male",45.7,"9.2",391,"79",856
201617,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Total",50,"10.3",812,"168",1624
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Female",62.2,"13.6",462,"101",743
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Male",46.8,"7.9",392,"66",838
201718,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Total",54,"10.6",854,"167",1581
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Female",58.1,"15.6",424,"114",730
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Male",50,"11.6",398,"92",796
201819,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Total",53.9,"13.5",822,"206",1526
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Female",63.8,"15.3",455,"109",713
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Male",50.9,"10.9",380,"81",746
201920,"Academic year","Local authority","E92000001","England","E13000002","Outer London","315","E09000024","Merton","Total",57.2,"13",835,"190",1459
