"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","progression_rate_fsm","progression_rate_non_fsm","progression_rate","high_tariff_progression_rate_fsm","high_tariff_progression_rate_non_fsm","high_tariff_progression_rate","progression_rate_gap","high_tariff_progression_rate_gap"
202122,"Academic year","Local authority","E92000001","England","E12000004","East Midlands","928","E10000021","Northamptonshire","18.8","46.4","43.9","2.9","11.1","10.4","27.6","8.2"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","19","37.3","31.1","x","x","x","18.4","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","19.7","38.9","32.6","x","x","x","19.2","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","20.9","38.8","32.8","x","x","x","17.9","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","24","40.3","35","2.7","10.2","7.8","16.4","7.6"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","24.6","41.5","36.1","3.1","12.2","9.3","16.9","9.2"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","24.6","43.2","37.1","2.6","11.7","8.7","18.6","9.1"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","24.7","42.4","36.9","5","12.7","10.3","17.7","7.7"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","28.2","43.6","38.8","2.9","10.8","8.3","15.4","7.8"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","29.9","45.7","40.6","3.1","11.7","8.9","15.7","8.6"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","32.6","48.2","43","3.6","13","9.9","15.6","9.3"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","36.1","50.7","45.9","4","13.1","10.1","14.6","9.1"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","36.3","51.3","46.4","3.9","11.7","9.2","14.9","7.7"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","37","53.3","48","4.5","11.9","9.5","16.4","7.4"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","38","52.6","48.4","4.8","12.2","10.1","14.6","7.4"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","40","53.4","49.7","5.4","12.1","10.3","13.4","6.7"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","40.3","55.1","51.2","5.9","13.4","11.4","14.8","7.5"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","330","E08000025","Birmingham","40.8","58","53.8","6.5","15.6","13.3","17.2","9"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","14.7","33.1","30.2","x","x","x","18.4","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","14.1","32.3","29.3","x","x","x","18.2","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","12.8","32.3","29.3","x","x","x","19.5","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","16.7","32.4","29.9","1.7","5.1","4.6","15.7","3.4"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","16.9","35.6","32.8","2.2","7","6.3","18.7","4.8"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","17","36.2","33.2","1.7","6.4","5.6","19.2","4.7"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","16.3","37.6","34.1","1.6","7.4","6.4","21.4","5.7"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","22.8","38","35.4","1.8","5.9","5.2","15.2","4.1"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","22.1","37.2","34.7","2.7","6.9","6.2","15.1","4.1"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","23.8","39.6","36.7","3.7","6.6","6","15.8","2.9"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","24.3","43.2","39.6","2.5","7","6.1","18.9","4.5"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","26.8","43.2","40.5","2.7","7","6.3","16.4","4.3"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","27.4","43.6","40.7","3","6.5","5.9","16.1","3.5"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","25.3","44.7","41.4","1.5","7.4","6.4","19.5","5.8"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","26.2","44.8","41.7","1.4","7","6.1","18.6","5.7"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","27.8","46.1","43.3","2.7","8","7.2","18.3","5.3"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","331","E08000026","Coventry","35.5","49.3","47.1","4.7","9.4","8.7","13.8","4.8"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","10.7","31.6","28.9","x","x","x","20.9","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","12.5","30.2","28.1","x","x","x","17.7","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","10.8","31.9","28.9","x","x","x","21.1","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","10.5","33.1","30","1.1","6.8","6","22.6","5.7"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","11.3","37.5","33.8","0.9","9","7.8","26.1","8.1"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","14.8","35.9","32.8","0.5","8.1","7","21.1","7.6"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","14.6","37.3","34.2","2.4","8","7.2","22.8","5.6"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","18.8","39.1","36.1","1.5","6.3","5.6","20.3","4.8"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","20.2","41.1","37.9","1","7.2","6.3","20.9","6.3"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","22","42.2","39.1","1.2","8.2","7.1","20.1","7"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","14.6","42.5","38.4","0.9","7.4","6.4","27.9","6.5"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","20.7","42.7","39.4","1.5","7.2","6.4","22","5.7"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","18","41.4","37.8","1.8","6.5","5.8","23.4","4.7"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","17.3","41.6","38.2","2.1","6.3","5.7","24.3","4.2"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","21.3","39.5","36.8","1.9","6.2","5.6","18.2","4.3"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","23","40.2","37.7","2.4","7.2","6.5","17.3","4.8"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","20.5","44.1","40.6","2.5","8.3","7.5","23.6","5.8"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","13.2","24.4","22.3","x","x","x","11.2","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","15.3","22.9","21.5","x","x","x","7.6","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","13.4","24.6","22.5","x","x","x","11.1","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","15.2","25.1","23.5","0.3","2.6","2.3","9.9","2.3"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","15.7","28.4","26.1","1.3","3.4","3","12.7","2.1"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","19.4","28.3","26.8","1.8","2.2","2.2","8.9","0.5"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","15.5","27.7","25.9","1.9","4.4","4.1","12.1","2.5"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","20.6","28.9","27.6","1.1","2.6","2.4","8.3","1.6"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","20.9","30.5","28.8","1.3","3.3","3","9.6","2"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","20.8","34.6","32.1","1.8","4","3.6","13.7","2.2"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","25.8","38","35.5","1.7","4.4","3.9","12.2","2.7"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","24.5","38.6","35.5","2.1","4.5","4","14.1","2.4"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","26","40.8","37.8","2.7","4.9","4.4","14.8","2.1"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","26.4","41.4","38.2","1.9","4.6","4","15","2.7"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","25.7","42.5","39","3.1","5.7","5.2","16.8","2.7"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","30","43.3","40.4","2.9","5.7","5.1","13.3","2.8"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","333","E08000028","Sandwell","29.1","44.2","41","3.7","7.4","6.6","15.1","3.8"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","13","37.7","34.9","x","x","x","24.7","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","12.7","38.3","35.5","x","x","x","25.5","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","15.1","38.7","36","x","x","x","23.6","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","16.1","40.9","38.2","2.3","10.3","9.4","24.8","8"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","14.1","40.5","37.7","1.4","11.8","10.7","26.4","10.3"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","18.1","42","39.2","1.3","11.1","9.9","23.9","9.8"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","12.9","42.4","39.1","3.2","12.9","11.8","29.4","9.7"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","15.7","43.5","40.2","1.3","10.6","9.5","27.8","9.3"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","18","43.6","41","1.6","11.7","10.7","25.7","10.2"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","20.5","44.3","41.7","2.1","12.1","11","23.8","10"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","23","46.6","44.3","2.3","11.8","10.9","23.6","9.5"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","21.2","46.9","44.5","2.1","11.6","10.7","25.7","9.4"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","22.5","47.3","44.9","2.8","11.4","10.6","24.8","8.6"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","26.8","47.5","45.5","3.3","11.2","10.4","20.7","7.9"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","22.8","46.5","43.9","1.8","11.7","10.6","23.7","9.9"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","24.7","45.3","42.9","3","10.9","10","20.6","7.9"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","334","E08000029","Solihull","25.1","48.9","45.8","5.1","12.7","11.7","23.7","7.6"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","12.5","31.3","28.3","x","x","x","18.8","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","13.1","29.1","26.7","x","x","x","16.1","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","15.4","30.9","28.7","x","x","x","15.5","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","14.4","31","28.2","0.8","5.9","5","16.6","5.1"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","15.4","32.9","30","1.4","6.2","5.4","17.4","4.8"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","13.5","33.6","30.3","0.6","6","5.2","20","5.4"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","15.1","37.2","33.3","2.5","8.1","7.2","22.1","5.7"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","17.4","36.1","32.8","1.6","5.6","4.9","18.8","4"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","16.8","38.5","34","1.3","7.1","5.9","21.7","5.8"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","19.9","41.9","37.2","1.8","8.2","6.8","21.9","6.5"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","22.1","42.9","38.8","1.8","8.7","7.3","20.9","6.9"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","25.1","44.1","40.4","3.3","7.9","7","19","4.6"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","24.3","43.4","39.3","1.6","7","5.8","19","5.4"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","20.5","43.6","38.9","1.6","8.2","6.8","23.1","6.5"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","23.5","42.4","39","3","8.1","7.2","18.9","5.1"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","23.1","45","40.5","2.1","9.1","7.6","21.9","6.9"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","335","E08000030","Walsall","28.7","48.3","44.7","3.2","11.2","9.7","19.5","7.9"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","13.4","35.9","31.2","x","x","x","22.4","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","14.8","35","31.2","x","x","x","20.3","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","15.7","35.4","31.7","x","x","x","19.7","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","15.5","35.6","31.9","1.2","5.9","5","20","4.8"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","14.6","34.6","31.1","0.6","6.5","5.5","19.9","5.9"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","16.9","36.7","33.2","1.1","6.3","5.4","19.8","5.2"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","20.9","36.1","33.4","1.8","6.7","5.8","15.2","5"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","21.4","39.3","36.5","0.7","6.3","5.4","17.9","5.6"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","22.3","42.1","38.5","1.8","7.4","6.4","19.7","5.6"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","25.3","44.5","40.7","2.7","9.7","8.3","19.2","6.9"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","27.1","47.7","43.4","2.6","9.9","8.4","20.6","7.3"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","28.1","48.9","44","1.6","7.7","6.3","20.8","6.1"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","24.4","48.5","43.4","2","7.2","6.1","24.1","5.2"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","28.5","49.6","45.1","2.5","9.4","7.9","21.1","6.8"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","25.1","49.5","44.1","2.7","8.1","6.9","24.4","5.5"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","30","49.9","46.1","3","9.2","8","19.9","6.2"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","336","E08000031","Wolverhampton","29.6","50.5","46.5","3.9","11","9.6","20.9","7.1"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","10.7","32.7","30.8","x","x","x","22","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","11.5","33.1","31.4","x","x","x","21.6","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","10.6","32.9","31","x","x","x","22.3","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","11.3","33.1","31.5","0.4","5.9","5.5","21.8","5.5"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","11.7","34.4","32.8","1.1","7.3","6.9","22.7","6.2"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","15.1","35.9","34.4","0.5","6.9","6.4","20.8","6.4"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","13.3","36.1","34.6","0.7","6.6","6.3","22.8","5.9"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","14.5","36.9","35.3","2.1","6.5","6.2","22.4","4.4"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","13.5","37.4","35.4","1.7","6.9","6.5","23.9","5.2"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","12.3","38.5","36.1","1.9","6.9","6.5","26.1","5"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","15.8","40.7","38.4","2.1","8.1","7.6","24.9","6"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","19.5","40","38.1","1.9","7.3","6.8","20.5","5.4"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","18","40.6","38.5","1.8","6.4","6","22.6","4.6"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","19.5","41.9","39.9","2.3","8.2","7.6","22.4","5.9"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","20.2","41.5","39.4","1.7","7.6","7","21.3","5.9"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","20.1","42","40.1","2.4","7.7","7.2","21.9","5.3"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","19.3","43.1","41","2","9.1","8.5","23.8","7.2"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","9.6","26.6","23.3","x","x","x","17","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","11.1","26.6","23.5","x","x","x","15.4","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","10.5","26.3","23.5","x","x","x","15.8","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","11.6","26.7","23.8","0.5","3.2","2.7","15.1","2.6"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","12.7","25.8","23.5","0.4","3.9","3.3","13.1","3.6"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","12.7","29","26.2","0.4","3.6","3","16.3","3.2"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","13.3","29.4","26.8","1.1","4.4","3.8","16","3.3"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","12.5","30.4","27.1","0.2","3","2.5","17.9","2.8"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","15.3","33.2","29.6","0.4","4.8","3.9","17.8","4.4"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","16","31.7","28.7","0.6","4.6","3.8","15.7","4"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","15","34.9","31","0.4","5.1","4.2","19.9","4.7"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","15.4","34.3","30.5","1.1","3.4","2.9","18.9","2.3"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","19.2","38.8","34.8","1","5.4","4.5","19.6","4.4"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","21.1","38.2","34.9","2.8","4.5","4.2","17.1","1.8"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","18.9","39.4","35.7","1.7","4.6","4.1","20.5","2.9"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","22.3","41","37.8","0.5","4.7","4","18.8","4.2"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","20.1","39.9","36.7","1.7","4.9","4.4","19.8","3.2"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","8","32.2","31","x","x","x","24.3","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","11.2","34.3","32.7","x","x","x","23.1","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","6.6","32.8","31.2","x","x","x","26.2","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","9.3","33.9","32.3","0.8","10.7","10.1","24.6","10"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","6.8","35.5","33.6","0.8","10.6","10","28.7","9.9"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","11.6","35.2","33.8","3.3","11.1","10.6","23.6","7.8"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","9.9","36.4","35.1","4","10.9","10.6","26.5","7"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","18.5","37.6","36.3","3.7","10.6","10.1","19.1","6.9"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","12.6","37.5","35.4","5","10.9","10.4","24.9","5.9"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","15.8","38.6","36.7","4.6","12.6","12","22.8","8"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","6.2","39.4","36.9","2.1","13","12.2","33.3","11"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","13.8","37.7","35.5","2.4","12.2","11.3","24","9.8"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","19","40","38.2","3.9","11.4","10.8","21","7.5"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","15.6","38.5","36.7","2.7","9.5","9","22.9","6.8"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","22.5","37.8","36.9","2","8.9","8.5","15.2","6.9"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","14.2","40.2","38.4","1.7","9.8","9.2","26","8.1"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","13.9","40.1","38.2","3.3","10.8","10.3","26.2","7.5"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","7","33.7","31.3","x","x","x","26.7","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","6.9","35","33","x","x","x","28.1","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","10.5","35.4","33.4","x","x","x","24.9","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","10.1","34.3","32.6","0.7","7.7","7.2","24.2","7"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","12.7","35.4","33.8","1.1","9.4","8.8","22.7","8.2"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","11.8","36.8","35","1.3","8.5","8","25","7.2"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","11.8","38.1","36.2","1.3","9.2","8.6","26.3","7.9"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","14","39","37","1","7.7","7.1","25.1","6.6"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","14.3","37.7","35.7","1.4","9.7","9","23.4","8.3"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","17.3","41.5","39.1","2.6","9.8","9.1","24.3","7.2"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","14.5","41.8","39.1","1.8","9.7","8.9","27.2","7.8"
